fafb_type	hemibrain_type	hemibrain_type_fafb	fafb_type_nt	fafb_type_confidence	hemibrain_type_nt	hemibrain_type_confidence	known_nt	known_nt_source	FBbt_id	FBbt_name	FBbt_nts	notes	FBbt_definition
DNge070	DNb06	DNb06	acetylcholine	0.54	glutamate	0.72			FBbt:00047587	descending neuron of the anterior ventral brain DNb06			
DNbe001	PS103	PS103	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001858	adult posterior slope neuron 103			
DNbe004	PS066	PS066	glutamate	0.75	acetylcholine	0.555			FBbt:20001821	adult posterior slope neuron 066			
DNbe005	PS069	PS069	glutamate	0.38	glutamate	0.72			FBbt:20001824	adult posterior slope neuron 069			
DNbe007	PS067	PS067	glutamate	0.375	glutamate	0.72			FBbt:20001822	adult posterior slope neuron 067			
DNbe008	VES042	VES042	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003508	adult vest neuron 042			
DNbe009	VES082	VES082	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003548	adult vest neuron 082			
DNbe010	VES083	VES083	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003549	adult vest neuron 083			
DNd01	DNd01		glutamate	0.75	acetylcholine	0.6225			FBbt:00047590	descending neuron of the anterior brain DNd01			
DNd02	SAD039	SAD039	serotonin	0.455	serotonin	0.45			FBbt:00047591	descending neuron of the anterior brain DNd02			
DNd03			unknown	0					FBbt:00047592	descending neuron of the anterior brain DNd03			
DNde001	SAD041	SAD041	glutamate	0.75	glutamate	0.415			FBbt:20002250	adult saddle neuron 041			
DNde002	VES029	VES029	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003495	adult vest neuron 029			
DNde003	LAL107	LAL107	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001403	adult lateral accessory lobe neuron 107			
DNde004	LAL106	LAL106	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001402	adult lateral accessory lobe neuron 106			
DNde005	VES028	VES028	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003494	adult vest neuron 028			
DNg01_a			acetylcholine	0.6788					FBbt:00047593	descending neuron of the gnathal ganglion DNg01			
DNg01_b			acetylcholine	0.83					FBbt:00047593	descending neuron of the gnathal ganglion DNg01			
DNg02_a			acetylcholine	0.62					FBbt:00047594	descending neuron of the gnathal ganglion DNg02			
DNg02_b			acetylcholine	0.6675					FBbt:00047594	descending neuron of the gnathal ganglion DNg02			
DNg02_c			acetylcholine	0.54					FBbt:00047594	descending neuron of the gnathal ganglion DNg02			
DNg02_d			acetylcholine	0.98					FBbt:00047594	descending neuron of the gnathal ganglion DNg02			
DNg02_e			acetylcholine	0.83					FBbt:00047594	descending neuron of the gnathal ganglion DNg02			
DNg02_f			acetylcholine	0.98					FBbt:00047594	descending neuron of the gnathal ganglion DNg02			
DNg02_g			acetylcholine	0.98					FBbt:00047594	descending neuron of the gnathal ganglion DNg02			
DNg03			acetylcholine	0.6312					FBbt:00047595	descending neuron of the gnathal ganglion DNg03			
DNg04			acetylcholine	0.98					FBbt:00047596	descending neuron of the gnathal ganglion DNg04			
DNg05_a			acetylcholine	0.98					FBbt:00047597	descending neuron of the gnathal ganglion DNg05			
DNg05_b			glutamate	0.2533					FBbt:00047597	descending neuron of the gnathal ganglion DNg05			
DNg06_a			acetylcholine	0.83					FBbt:00047598	descending neuron of the gnathal ganglion DNg06			
DNg06_b			acetylcholine	0.98					FBbt:00047598	descending neuron of the gnathal ganglion DNg06			
DNg06_c			acetylcholine	0.98					FBbt:00047598	descending neuron of the gnathal ganglion DNg06			
DNg07			acetylcholine	0.98					FBbt:00047599	descending neuron of the gnathal ganglion DNg07			
DNg08_a			glutamate	0.43					FBbt:00047600	descending neuron of the gnathal ganglion DNg08			
DNg08_b			glutamate	0.47					FBbt:00047600	descending neuron of the gnathal ganglion DNg08			
DNg09			acetylcholine	0.98					FBbt:00047601	descending neuron of the gnathal ganglion DNg09			
DNg10			glutamate	0.4375					FBbt:00047602	descending neuron of the gnathal ganglion DNg10			
DNg11			acetylcholine	0.525					FBbt:00047603	descending neuron of the gnathal ganglion DNg11			
DNg12_a			acetylcholine	0.98					FBbt:00047604	descending neuron of the gnathal ganglion DNg12			
DNg12_b			acetylcholine	0.9133					FBbt:00047604	descending neuron of the gnathal ganglion DNg12			
DNg12_c			acetylcholine	0.93					FBbt:00047604	descending neuron of the gnathal ganglion DNg12			
DNg12_d			acetylcholine	0.83					FBbt:00047604	descending neuron of the gnathal ganglion DNg12			
DNg12_e			acetylcholine	0.8638					FBbt:00047604	descending neuron of the gnathal ganglion DNg12			
DNg13		1696530677	acetylcholine	0.98					FBbt:00047605	descending neuron of the gnathal ganglion DNg13			
DNg14			acetylcholine	0.98					FBbt:00047606	descending neuron of the gnathal ganglion DNg14			
DNg15			acetylcholine	0.98					FBbt:00047607	descending neuron of the gnathal ganglion DNg15			
DNg16			acetylcholine	0.98					FBbt:00047608	descending neuron of the gnathal ganglion DNg16			
DNg17			acetylcholine	0.83					FBbt:00047609	descending neuron of the gnathal ganglion DNg17			
DNg18_a			glutamate	0.75					FBbt:00047610	descending neuron of the gnathal ganglion DNg18			
DNg18_b			glutamate	0.625					FBbt:00047610	descending neuron of the gnathal ganglion DNg18			
DNg19			acetylcholine	0.98					FBbt:00047611	descending neuron of the gnathal ganglion DNg19			
DNg20			gaba	0.96					FBbt:00047612	descending neuron of the gnathal ganglion DNg20			
DNg21			acetylcholine	0.98					FBbt:00047613	descending neuron of the gnathal ganglion DNg21			
DNg22			serotonin	0.88					FBbt:00047614	descending neuron of the gnathal ganglion DNg22			
DNg23			gaba	0.6					FBbt:00047615	descending neuron of the gnathal ganglion DNg23			
DNg24			gaba	0.96					FBbt:00047616	descending neuron of the gnathal ganglion DNg24			
DNg26			serotonin	0.88					FBbt:00047618	descending neuron of the gnathal ganglion DNg26			
DNg27			glutamate	0.75					FBbt:00047619	descending neuron of the gnathal ganglion DNg27			
DNg29			acetylcholine	0.98					FBbt:00047621	descending neuron of the gnathal ganglion DNg29			
DNg30	DNg30		serotonin	0.88	octopamine	0.88			FBbt:00047622	descending neuron of the gnathal ganglion DNg30			
DNg31			acetylcholine	0.98					FBbt:00047623	descending neuron of the gnathal ganglion DNg31			
DNg33			acetylcholine	0.98					FBbt:00047625	descending neuron of the gnathal ganglion DNg33			
DNg34			octopamine	0.71					FBbt:00047626	descending neuron of the gnathal ganglion DNg34			
DNg35			acetylcholine	0.98					FBbt:00047627	descending neuron of the gnathal ganglion DNg35			
DNg36_a			acetylcholine	0.88					FBbt:00047628	descending neuron of the gnathal ganglion DNg36			
DNg36_b			acetylcholine	0.92					FBbt:00047628	descending neuron of the gnathal ganglion DNg36			
DNg37			acetylcholine	0.98					FBbt:00047629	descending neuron of the gnathal ganglion DNg37			
DNg38			glutamate	0.375					FBbt:00047630	descending neuron of the gnathal ganglion DNg38			
DNg39			acetylcholine	0.98					FBbt:00047631	descending neuron of the gnathal ganglion DNg39			
DNg40		5813056435	glutamate	0.75					FBbt:00047632	descending neuron of the gnathal ganglion DNg40			
DNg41			acetylcholine	0.54					FBbt:00047633	descending neuron of the gnathal ganglion DNg41			
DNp01	Giant Fiber	Giant Fiber	acetylcholine	0.83	serotonin	0.45			FBbt:00047634	descending neuron of the posterior brain DNp01			
DNp02	DNp02		acetylcholine	0.98	serotonin	0.45			FBbt:00047635	descending neuron of the posterior brain DNp02			
DNp03	DNp03		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047636	descending neuron of the posterior brain DNp03			
DNp04	DNp04		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047637	descending neuron of the posterior brain DNp04			
DNp05	DNp05		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047638	descending neuron of the posterior brain DNp05			
DNp06	DNp06		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047639	descending neuron of the posterior brain DNp06			
DNp07	DNp07		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047640	descending neuron of the posterior brain DNp07			
DNp08	PS271	PS271	glutamate	0.75	acetylcholine	0.555			FBbt:00047641	descending neuron of the posterior brain DNp08			
DNp09	DNp09		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047642	descending neuron of the posterior brain DNp09			
DNpe060	DNp09	DNp09	acetylcholine	0.98	acetylcholine	0.94			FBbt:00047642	descending neuron of the posterior brain DNp09			
DNp11	DNp11		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047644	descending neuron of the posterior brain DNp11			
DNp12	WED105	WED105	acetylcholine	0.98	acetylcholine	0.94			FBbt:00047645	descending neuron of the posterior brain DNp12			
DNp13	DNp13		acetylcholine	0.98	acetylcholine	0.55			FBbt:00047646	descending neuron of the posterior brain DNp13			
DNp14	SMP585	SMP585	acetylcholine	0.98	serotonin	0.45			FBbt:00047647	descending neuron of the posterior brain DNp14			
DNp15	DNp15		acetylcholine	0.98	glutamate	0.72			FBbt:00047648	descending neuron of the posterior brain DNp15			
DNp16	DNp16		acetylcholine	0.98	acetylcholine	0.7408			FBbt:00047649	descending neuron of the posterior brain DNp16			
DNpe011	PS227|DNp16	DNp16	acetylcholine	0.8543	acetylcholine	0.7408			FBbt:00047649	descending neuron of the posterior brain DNp16			
DNpe012	PS221|PS227|DNp16	DNp16	acetylcholine	0.98	acetylcholine	0.7408			FBbt:00047649	descending neuron of the posterior brain DNp16			
DNpe012	PS221|PS227|DNp16	DNp16	acetylcholine	0.98	glutamate	0.2867			FBbt:00047649	descending neuron of the posterior brain DNp16			
DNp17	DNp17|DNp16/17	DNp16/17	acetylcholine	0.8525	glutamate	0.25			FBbt:00047650	descending neuron of the posterior brain DNp17			
DNp18	DNp18		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047651	descending neuron of the posterior brain DNp18			
DNp19	DNp19		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047652	descending neuron of the posterior brain DNp19			
DNp20	DNp20		acetylcholine	0.98	glutamate	0.72			FBbt:00047653	descending neuron of the posterior brain DNp20			
DNp22			acetylcholine	0.98					FBbt:00047655	descending neuron of the posterior brain DNp22			
DNp23	DNp23		acetylcholine	0.98	acetylcholine	0.87			FBbt:00047656	descending neuron of the posterior brain DNp23			
DNpe045	DNp23	DNp23	acetylcholine	0.98	acetylcholine	0.87			FBbt:00047656	descending neuron of the posterior brain DNp23			
DNp24	DNp24		glutamate	0.75	gaba	0.41			FBbt:00047657	descending neuron of the posterior brain DNp24			
DNp25	DNp25		unknown	0	gaba	0.44			FBbt:00047658	descending neuron of the posterior brain DNp25			
DNp26	DNp26		acetylcholine	0.98	glutamate	0.72			FBbt:00047659	descending neuron of the posterior brain DNp26			
DNp27	DNp27		dopamine	0.445	dopamine	0.78			FBbt:00047660	descending neuron of the posterior brain DNp27			
DNp28	DNp28		acetylcholine	0.98	glutamate	0.72			FBbt:00047661	descending neuron of the posterior brain DNp28			
DNp31	DNp31		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047664	descending neuron of the posterior brain DNp31			
DNp33	SAD095	SAD095	acetylcholine	0.83	acetylcholine	0.94			FBbt:00047666	descending neuron of the posterior brain DNp33			
DNp34	DNp34		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047667	descending neuron of the posterior brain DNp34			
DNp35	PVLP136	PVLP136	acetylcholine	0.98	acetylcholine	0.94			FBbt:00047668	descending neuron of the posterior brain DNp35			
DNpe001	IB111	IB111	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001288	adult inferior bridge neuron 111			
DNpe002	VES068	VES068	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003534	adult vest neuron 068			
DNpe003	VES081	VES081	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003547	adult vest neuron 081			
DNpe005	WED123	WED123	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003673	adult wedge neuron 123			
DNpe006	CL330	CL330	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001035	adult clamp neuron 330			
DNpe008	PS228|PS224|PS225|PS226	PS224	acetylcholine	0.7082	acetylcholine	0.6289			FBbt:20001979	adult posterior slope neuron 224			
DNpe008	PS228|PS224|PS225|PS226	PS224	acetylcholine	0.7082	glutamate	0.2867			FBbt:20001979	adult posterior slope neuron 224			
PS224	PS224		acetylcholine	0.98	acetylcholine	0.87			FBbt:20001979	adult posterior slope neuron 224			
DNpe008	PS228|PS224|PS225|PS226	PS225	acetylcholine	0.7082	acetylcholine	0.6289			FBbt:20001980	adult posterior slope neuron 225			
DNpe008	PS228|PS224|PS225|PS226	PS225	acetylcholine	0.7082	glutamate	0.2867			FBbt:20001980	adult posterior slope neuron 225			
DNpe008	PS228|PS224|PS225|PS226	PS226	acetylcholine	0.7082	acetylcholine	0.6289			FBbt:20001981	adult posterior slope neuron 226			
DNpe008	PS228|PS224|PS225|PS226	PS226	acetylcholine	0.7082	glutamate	0.2867			FBbt:20001981	adult posterior slope neuron 226			
DNpe009	PS226|PS222	PS226	acetylcholine	0.98	glutamate	0.2867			FBbt:20001981	adult posterior slope neuron 226			
DNpe009	PS226|PS222	PS226	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001981	adult posterior slope neuron 226			
DNpe008	PS228|PS224|PS225|PS226	PS228	acetylcholine	0.7082	acetylcholine	0.6289			FBbt:20001983	adult posterior slope neuron 228			
DNpe008	PS228|PS224|PS225|PS226	PS228	acetylcholine	0.7082	glutamate	0.2867			FBbt:20001983	adult posterior slope neuron 228			
DNpe009	PS226|PS222	PS222	acetylcholine	0.98	glutamate	0.2867			FBbt:20001977	adult posterior slope neuron 222			
DNpe009	PS226|PS222	PS222	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001977	adult posterior slope neuron 222			
DNpe010	PS275	PS275	glutamate	0.75	glutamate	0.72			FBbt:20002030	adult posterior slope neuron 275			
DNpe011	PS227|DNp16	PS227	acetylcholine	0.8543	acetylcholine	0.7408			FBbt:20001982	adult posterior slope neuron 227			
DNpe012	PS221|PS227|DNp16	PS227	acetylcholine	0.98	acetylcholine	0.7408			FBbt:20001982	adult posterior slope neuron 227			
DNpe012	PS221|PS227|DNp16	PS227	acetylcholine	0.98	glutamate	0.2867			FBbt:20001982	adult posterior slope neuron 227			
DNpe012	PS221|PS227|DNp16	PS221	acetylcholine	0.98	acetylcholine	0.7408			FBbt:20001976	adult posterior slope neuron 221			
DNpe012	PS221|PS227|DNp16	PS221	acetylcholine	0.98	glutamate	0.2867			FBbt:20001976	adult posterior slope neuron 221			
PS221	PS221		acetylcholine	0.98	glutamate	0.2867			FBbt:20001976	adult posterior slope neuron 221			
DNpe013	PS168	PS168	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001923	adult posterior slope neuron 168			
DNpe014	PS294|PS295|PS298	"PS294,PS295,PS298"	acetylcholine	0.98	acetylcholine	0.835			FBbt:20002049	adult posterior slope neuron 294			
DNpe069	PS294|PS295|PS298	"PS294,PS295,PS298"	acetylcholine	0.98	acetylcholine	0.835			FBbt:20002049	adult posterior slope neuron 294			
DNpe016	PS211	PS211	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001966	adult posterior slope neuron 211			
DNpe019	PS296	PS296	acetylcholine	0.98	unknown	0			FBbt:20002051	adult posterior slope neuron 296			
DNpe079	PS296	PS296	acetylcholine	0.98	unknown	0			FBbt:20002051	adult posterior slope neuron 296			
DNpe020	PS133	PS133	acetylcholine	0.98	acetylcholine	0.55			FBbt:20001888	adult posterior slope neuron 133			
DNpe021	CL307	CL307	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001012	adult clamp neuron 307			
DNpe022	PS271	PS271	acetylcholine	0.98	acetylcholine	0.555			FBbt:20002026	adult posterior slope neuron 271			
DNpe023	LAL201	LAL201	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001497	adult lateral accessory lobe neuron 201			
DNpe024	CL325	CL325	acetylcholine	0.98	glutamate	0.72			FBbt:20001030	adult clamp neuron 325			
DNpe025	PVLP145	PVLP145	acetylcholine	0.98	acetylcholine	0.94			FBbt:20002203	adult posterior ventrolateral protocerebrum neuron 145			
DNpe026	CL202	CL202	acetylcholine	0.98	acetylcholine	0.94			FBbt:20000907	adult clamp neuron 202			
DNpe027	PS166	PS166	acetylcholine	0.98	acetylcholine	0.835			FBbt:20001921	adult posterior slope neuron 166			
DNpe028	IB046	IB046	acetylcholine	0.98	acetylcholine	0.555			FBbt:20001223	adult inferior bridge neuron 046			
DNpe031	PVLP116	PVLP116	glutamate	0.75	glutamate	0.72			FBbt:20002174	adult posterior ventrolateral protocerebrum neuron 116			
DNpe032	PS216	PS216	acetylcholine	0.98	unknown	0			FBbt:20001971	adult posterior slope neuron 216			
DNpe033	SMP289	SMP289	gaba	0.96	gaba	0.44			FBbt:20003151	adult superior medial protocerebrum neuron 289			
DNpe034		SMP486_b	acetylcholine	0.98					FBbt:20003348	adult superior medial protocerebrum neuron 486			
DNpe035	SMP601	SMP601	acetylcholine	0.98	acetylcholine	0.835			FBbt:20003463	adult superior medial protocerebrum neuron 601			
DNpe037	CL338	CL338	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001043	adult clamp neuron 338			
DNpe038	SLP410	SLP410	acetylcholine	0.98	glutamate	0.415			FBbt:20002804	adult superior lateral protocerebrum neuron 410			
DNpe039	CL306	CL306	acetylcholine	0.98	unknown	0			FBbt:20001011	adult clamp neuron 306			
DNpe040	CL320	CL320	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001025	adult clamp neuron 320			
DNpe041	SMP290	SMP290	gaba	0.96	gaba	0.8			FBbt:20003152	adult superior medial protocerebrum neuron 290			
DNpe042	CL262	CL262	acetylcholine	0.98	acetylcholine	0.94			FBbt:20000967	adult clamp neuron 262			
DNpe043	CL207	CL207	acetylcholine	0.98	acetylcholine	0.94			FBbt:20000912	adult clamp neuron 207			
DNpe044	SMP479	SMP479	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003341	adult superior medial protocerebrum neuron 479			
DNpe046	LHPV11a1	LHPV11a1	acetylcholine	0.98	acetylcholine	0.4167			FBbt:00051778	adult lateral horn PV11a1 neuron			
LHPV11a1	LHPV11a1		acetylcholine	0.98	acetylcholine	0.4167			FBbt:00051778	adult lateral horn PV11a1 neuron			
DNpe047	SMP478	SMP478	acetylcholine	0.98	acetylcholine	0.835			FBbt:20003340	adult superior medial protocerebrum neuron 478			
DNpe050	CL341	CL341	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001046	adult clamp neuron 341			
DNpe052	AVLP564	AVLP564	acetylcholine	0.98	acetylcholine	0.94			FBbt:20000673	adult anterior ventrolateral protocerebrum neuron 564			
DNpe053	SMP454	SMP454	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003316	adult superior medial protocerebrum neuron 454			
DNpe055	PS167	PS167	acetylcholine	0.98	glutamate	0.385			FBbt:20001922	adult posterior slope neuron 167			
DNpe056	PVLP146	PVLP146	acetylcholine	0.98	acetylcholine	0.94			FBbt:20002204	adult posterior ventrolateral protocerebrum neuron 146			
DNpe057	AVLP499	AVLP499	acetylcholine	0.98	acetylcholine	0.94			FBbt:20000608	adult anterior ventrolateral protocerebrum neuron 499			
DNpe058	CL304	CL304	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001009	adult clamp neuron 304			
DNpe059	CL305	CL305	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001010	adult clamp neuron 305			
DNpe063	CL139	CL139	acetylcholine	0.98	acetylcholine	0.835			FBbt:20000844	adult clamp neuron 139			
DNpe088	CL139	CL139	acetylcholine	0.98	acetylcholine	0.835			FBbt:20000844	adult clamp neuron 139			
DNpe064	CL342	CL342	glutamate	0.75	acetylcholine	0.555			FBbt:20001047	adult clamp neuron 342			
DNpe067	PS297	PS297	acetylcholine	0.98	acetylcholine	0.94			FBbt:20002052	adult posterior slope neuron 297			
DNpe068	PS236	PS236	acetylcholine	0.98	glutamate	0.72			FBbt:20001991	adult posterior slope neuron 236			
DNpe070	DNp42	DNp42	acetylcholine	0.98	acetylcholine	0.94			FBbt:00052181	descending neuron of the posterior brain DNp42			
DNpe071	CL332	CL332	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001037	adult clamp neuron 332			
DNpe072	DNp44	DNp44	acetylcholine	0.98	acetylcholine	0.94			FBbt:00049697	descending neuron of the posterior brain DNp44			
DNpe073	PVLP117	PVLP117	acetylcholine	0.98	acetylcholine	0.94			FBbt:20002175	adult posterior ventrolateral protocerebrum neuron 117			
DNpe074	CL206	CL206	acetylcholine	0.98	acetylcholine	0.94			FBbt:20000911	adult clamp neuron 206			
DNpe075	PS293	PS293	acetylcholine	0.98	acetylcholine	0.94			FBbt:20002048	adult posterior slope neuron 293			
DNpe076	SMP462	SMP462	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003324	adult superior medial protocerebrum neuron 462			
DNpe078	MDN	MDN	acetylcholine	0.98	acetylcholine	0.8875			FBbt:00111308	adult moonwalker descending neuron			
DNpe080	CRE101	CRE101	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001170	adult crepine neuron 101			
DNpe081	PS169	PS169	acetylcholine	0.98	gaba	0.8			FBbt:20001924	adult posterior slope neuron 169			
DNpe082	PS163	PS163	gaba	0.6	gaba	0.8			FBbt:20001918	adult posterior slope neuron 163			
DNpe083	WED180	WED180	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003730	adult wedge neuron 180			
DNpe084	VES055	VES055	acetylcholine	0.98	acetylcholine	0.94			FBbt:20003521	adult vest neuron 055			
DNpe085	PS195	PS195	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001950	adult posterior slope neuron 195			
DNpe087	CL247	CL247	gaba	0.96	gaba	0.8			FBbt:20000952	adult clamp neuron 247			
DNpe090	PS113	PS113	acetylcholine	0.98	glutamate	0.405			FBbt:20001868	adult posterior slope neuron 113			
DNpe091	CL137	CL137	acetylcholine	0.98	acetylcholine	0.94			FBbt:20000842	adult clamp neuron 137			
DNpe093	CL334	CL334	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001039	adult clamp neuron 334			
DNpe094	PS212	PS212	acetylcholine	0.98	acetylcholine	0.94			FBbt:20001967	adult posterior slope neuron 212			
DNpe095	PVLP119	PVLP119	acetylcholine	0.98	acetylcholine	0.94			FBbt:20002177	adult posterior ventrolateral protocerebrum neuron 119			
DNpe096	CL324	CL324	acetylcholine	0.98	serotonin	0.235			FBbt:20001029	adult clamp neuron 324			
DNpe097	CL138	CL138	acetylcholine	0.98	octopamine	0.88			FBbt:20000843	adult clamp neuron 138			
DNx01			acetylcholine	0.98					FBbt:00047669	descending neuron outside of the brain DNx01			
ExR1	ExR1		gaba	0.6	octopamine	0.88			FBbt:00003655	adult ellipsoid body extrinsic ring neuron ExR1			
ExR4	ExR4		acetylcholine	0.83	glutamate	0.72			FBbt:00047036	adult ellipsoid body extrinsic ring neuron ExR4			
ExR5	ExR5		glutamate	0.75	glutamate	0.72			FBbt:00051230	adult ellipsoid body extrinsic ring neuron ExR5			
ExR6	ExR6		glutamate	0.375	glutamate	0.72			FBbt:00051229	adult ellipsoid body extrinsic ring neuron ExR6			
ExR7	ExR7		acetylcholine	0.98	acetylcholine	0.94			FBbt:00051231	adult ellipsoid body extrinsic ring neuron ExR7			
ExR8	ExR8		acetylcholine	0.98	acetylcholine	0.675			FBbt:00051232	adult ellipsoid body extrinsic ring neuron ExR8			
FR1	FR1		acetylcholine	0.57	gaba	0.4728			FBbt:00051235	adult fan-shaped body 1 column-rubus neuron 1			
FR2	FR2		acetylcholine	0.98	acetylcholine	0.94			FBbt:00051236	adult fan-shaped body 1 column-rubus neuron 2			
GLNO	GLNO		unknown	0	gaba	0.445			FBbt:00049135	adult lateral accessory lobe-gall-nodulus 1 neuron			
H01	IB014	IB014	unknown	0	gaba	0.8			FBbt:20001191	adult inferior bridge neuron 014			
H03	PLP076	PLP076	glutamate	0.375	gaba	0.8			FBbt:20001576	adult posterior lateral protocerebrum neuron 076			
hDeltaA	hDeltaA		acetylcholine	0.98	acetylcholine	0.94			FBbt:00052277	adult fan-shaped body horizontal delta neuron A			
hDeltaB	hDeltaB		acetylcholine	0.98	acetylcholine	0.6968			FBbt:00052278	adult fan-shaped body horizontal delta neuron B			
hDeltaC	hDeltaC		acetylcholine	0.9357	dopamine	0.7445			FBbt:00052279	adult fan-shaped body horizontal delta neuron C			
hDeltaD	hDeltaD		acetylcholine	0.98	dopamine	0.4875			FBbt:00052280	adult fan-shaped body horizontal delta neuron D			
hDeltaE	hDeltaE		acetylcholine	0.98	acetylcholine	0.6175			FBbt:00052281	adult fan-shaped body horizontal delta neuron E			
hDeltaF	hDeltaF		acetylcholine	0.98	dopamine	0.78			FBbt:00052282	adult fan-shaped body horizontal delta neuron F			
hDeltaG	hDeltaG		acetylcholine	0.98	acetylcholine	0.545			FBbt:00052283	adult fan-shaped body horizontal delta neuron G			
hDeltaH	hDeltaH		acetylcholine	0.98	acetylcholine	0.815			FBbt:00052284	adult fan-shaped body horizontal delta neuron H			
hDeltaI	hDeltaI		acetylcholine	0.98	acetylcholine	0.66			FBbt:00052285	adult fan-shaped body horizontal delta neuron I			
hDeltaJ	hDeltaJ		acetylcholine	0.867	dopamine	0.531			FBbt:00052286	adult fan-shaped body horizontal delta neuron J			
hDeltaK	hDeltaK		serotonin	0.5937	dopamine	0.331			FBbt:00052287	adult fan-shaped body horizontal delta neuron K			
hDeltaL	hDeltaL		acetylcholine	0.98	dopamine	0.65			FBbt:00052288	adult fan-shaped body horizontal delta neuron L			
hDeltaM	hDeltaM		acetylcholine	0.98	dopamine	0.4489			FBbt:00052289	adult fan-shaped body horizontal delta neuron M			
HRN_VP1d	HRN_VP1d		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047226	adult hygrosensory neuron Ir40a VP1d			
HRN_VP1l	HRN_VP1l		acetylcholine	0.98	acetylcholine	0.94			FBbt:00111336	adult thermosensory neuron Ir21a VP1l			
HRN_VP4	HRN_VP4		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047225	adult hygrosensory neuron Ir40a VP4			
HRN_VP5	HRN_VP5		acetylcholine	0.9612	acetylcholine	0.94			FBbt:00049659	adult hygrosensory neuron Ir68a VP5			
IB005	IB005		gaba	0.96	gaba	0.8			FBbt:20001182	adult inferior bridge neuron 005			
IB007	IB007		glutamate	0.75	gaba	0.8			FBbt:20001184	adult inferior bridge neuron 007			
IB008	IB008		glutamate	0.375	unknown	0			FBbt:20001185	adult inferior bridge neuron 008			
IB009	IB009		gaba	0.96	gaba	0.8			FBbt:20001186	adult inferior bridge neuron 009			
IB010	IB010		gaba	0.96	gaba	0.8			FBbt:20001187	adult inferior bridge neuron 010			
IB012	IB012		gaba	0.96	gaba	0.8			FBbt:20001189	adult inferior bridge neuron 012			
IB015	IB015		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001192	adult inferior bridge neuron 015			
IB016	IB016		glutamate	0.75	glutamate	0.72			FBbt:20001193	adult inferior bridge neuron 016			
IB017	IB017		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001194	adult inferior bridge neuron 017			
IB018	IB018		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001195	adult inferior bridge neuron 018			
IB020	IB020		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001197	adult inferior bridge neuron 020			
IB021	IB021		acetylcholine	0.98	acetylcholine	0.555			FBbt:20001198	adult inferior bridge neuron 021			
IB022	IB022		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001199	adult inferior bridge neuron 022			
IB023	IB023		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001200	adult inferior bridge neuron 023			
IB024	IB024		acetylcholine	0.98	acetylcholine	0.94			FBbt:20001201	adult inferior bridge neuron 024			
IB025	IB025		acetylcholine	0.98	unknown	0			FBbt:20001202	adult inferior bridge neuron 025			
