species,region,cell_type,hemilineage,known_nt,known_nt_source,known_nt_evidence,known_nt_confidence
larval_drosophila_melanogaster,cns,A09b a1l Basin-1,unpublished,NA,"Barnes et al. 2022, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016, Gerhard et al. 2017",NA,4
larval_drosophila_melanogaster,cns,A09b a1r Basin-1,unpublished,NA,"Barnes et al. 2022, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016, Gerhard et al. 2017",NA,4
larval_drosophila_melanogaster,cns,A09c a1l Basin-4,unpublished,NA,"Barnes et al. 2022, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016, Gerhard et al. 2017, Burgos et al 2018",NA,2
larval_drosophila_melanogaster,cns,A09c a1r Basin-4,unpublished,NA,"Barnes et al. 2022, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016, Gerhard et al. 2017, Burgos et al 2018",NA,2
larval_drosophila_melanogaster,cns,A09c_a4l Basin-4,unpublished,NA,"Ohyama, Schneider-Mizell et al. 2015, Burgos et al 2018",NA,2
larval_drosophila_melanogaster,cns,A09g a1r Basin-3,unpublished,NA,"Barnes et al. 2022, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016, Burgos et al 2018",NA,2
larval_drosophila_melanogaster,cns,A09l_a1l (Down-and-back-1),unpublished,NA,"Zarin, Mark et al. 2019, Gerhard et al. 2017, Burgos et al 2018",NA,4
larval_drosophila_melanogaster,cns,A09l_a1r (Down-and-back-1),unpublished,NA,"Zarin, Mark et al. 2019, Gerhard et al. 2017, Burgos et al 2018",NA,4
larval_drosophila_melanogaster,cns,A09l_a2l Down-and-back-1,unpublished,NA,"Gerhard et al. 2017, Burgos et al 2018",NA,4
larval_drosophila_melanogaster,cns,A09l_a2r Down-and-back-1	,unpublished,NA,"Gerhard et al. 2017, Burgos et al 2018",NA,4
larval_drosophila_melanogaster,cns,A09l_a3l Down-and-back-1,unpublished,NA,Burgos et al 2018,NA,4
larval_drosophila_melanogaster,cns,A09l_a3r Down-and-back-1,unpublished,NA,Burgos et al 2018,NA,4
larval_drosophila_melanogaster,cns,A09l_a4l Down-and-back-1,unpublished,NA,Burgos et al 2018,NA,4
larval_drosophila_melanogaster,cns,A09l_a4r Down-and-back-1,unpublished,NA,Burgos et al 2018,NA,4
larval_drosophila_melanogaster,cns,A09l_a5l_ Down-and-back-1,unpublished,NA,Burgos et al 2018,NA,4
larval_drosophila_melanogaster,cns,A09l_a5r Down-and-back-1,unpublished,NA,Burgos et al 2018,NA,4
larval_drosophila_melanogaster,cns,A09l_t3l Down-and-back-1,unpublished,NA,"Gerhard et al. 2017, Burgos et al 2018",NA,4
larval_drosophila_melanogaster,cns,A09l_t3r Down-and-back-1,unpublished,NA,"Gerhard et al. 2017, Burgos et al 2018",NA,4
larval_drosophila_melanogaster,cns,A14a_a1l,unpublished,NA,"Zarin, Mark et al. 2019, Zwart et al. 2016, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A14a_a1r,unpublished,NA,"Zwart et al. 2016, Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A18a_a1l ,unpublished,NA,"Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A18a_a1r ,unpublished,NA,"Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A18b3_a1l,unpublished,NA,"Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A18b3_a1r,unpublished,NA,"Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A18b3_a2l,unpublished,NA,Fushiki et al. 2016,NA,4
larval_drosophila_melanogaster,cns,A18b3_a2r,unpublished,NA,Fushiki et al. 2016,NA,4
larval_drosophila_melanogaster,cns,A18b_a1l,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018, Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A18b_a1r,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018, Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A18b_a2l,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,4
larval_drosophila_melanogaster,cns,A18b_a2r,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,4
larval_drosophila_melanogaster,cns,A18j_a1l,unpublished,NA,"Zwart et al. 2016, Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A18j_a1r,unpublished,NA,"Zarin, Mark et al. 2019, Zwart et al. 2016",NA,4
larval_drosophila_melanogaster,cns,A19b a1l,unpublished,NA,Mark et al. 2019,NA,2
larval_drosophila_melanogaster,cns,A19c_a1l,unpublished,NA,"Ohyama, Schneider-Mizell et al. 2015",NA,2
larval_drosophila_melanogaster,cns,A19c_a1r,unpublished,NA,"Ohyama, Schneider-Mizell et al. 2015",NA,2
larval_drosophila_melanogaster,cns,A19l_a1l,unpublished,NA,"Zwart et al. 2016, Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A19l_a1r,unpublished,NA,"Zwart et al. 2016, Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A19x a1l,unpublished,NA,Mark et al. 2019,NA,2
larval_drosophila_melanogaster,cns,A23a_a1l,unpublished,NA,"Zwart et al. 2016, Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A23a_a1r,unpublished,NA,"Zwart et al. 2016, Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A26f_a1l,unpublished,NA,"Zarin, Mark et al. 2019, Zwart et al. 2016",NA,2
larval_drosophila_melanogaster,cns,A26f_a1r,unpublished,NA,"Zarin, Mark et al. 2019, Zwart et al. 2016",NA,2
larval_drosophila_melanogaster,cns,A26f_a2l,unpublished,NA,Schlegel et al. 2016,NA,2
larval_drosophila_melanogaster,cns,A26f_a2r,unpublished,NA,Schlegel et al. 2016,NA,2
larval_drosophila_melanogaster,cns,A26f_a3l,unpublished,NA,Schlegel et al. 2016,NA,2
larval_drosophila_melanogaster,cns,A26f_a3r,unpublished,NA,Schlegel et al. 2016,NA,2
larval_drosophila_melanogaster,cns,A26f_a4r,unpublished,NA,Schlegel et al. 2016,NA,2
larval_drosophila_melanogaster,cns,A27h?_t3l,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,2
larval_drosophila_melanogaster,cns,A27h_a1l,unpublished,NA,"Zarin, Mark et al. 2019, Carreira-Rosario, Arzan Zarin, Clark et al. 2018, Fushiki et al. 2016",NA,4
larval_drosophila_melanogaster,cns,A27h_a1r,unpublished,NA,"Zarin, Mark et al. 2019, Fushiki et al. 2016",NA,4
larval_drosophila_melanogaster,cns,A27h_a2l,unpublished,NA,Fushiki et al. 2016,NA,4
larval_drosophila_melanogaster,cns,A27h_a2r,unpublished,NA,Fushiki et al. 2016,NA,4
larval_drosophila_melanogaster,cns,A27h_a4l,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,4
larval_drosophila_melanogaster,cns,A27h_a5r,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,4
larval_drosophila_melanogaster,cns,A27h_a6l,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,4
larval_drosophila_melanogaster,cns,A27h_a6r,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,4
larval_drosophila_melanogaster,cns,A27h_a7l,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,4
larval_drosophila_melanogaster,cns,A27h_a7r,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,4
larval_drosophila_melanogaster,cns,A27j2_a1l_GABA,unpublished,NA,Fushiki et al. 2016,NA,4
larval_drosophila_melanogaster,cns,A27j2_a1r_GABA,unpublished,NA,Fushiki et al. 2016,NA,4
larval_drosophila_melanogaster,cns,A27j_a1l,unpublished,NA,"Burgos et al 2018, Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A27j_a1r,unpublished,NA,"Zarin, Mark et al. 2019, Burgos et al 2018",NA,4
larval_drosophila_melanogaster,cns,A27k_a1l,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018, Fushiki et al. 2016, Burgos et al 2018",NA,4
larval_drosophila_melanogaster,cns,A27k_a1r,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018, Fushiki et al. 2016, Burgos et al 2018",NA,4
larval_drosophila_melanogaster,cns,A27k_a2l,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018, Zwart et al. 2016, Zarin, Mark et al. 2019, Fushiki et al. 2016",NA,4
larval_drosophila_melanogaster,cns,A27k_a2r,unpublished,NA,"Zwart et al. 2016, Carreira-Rosario, Arzan Zarin, Clark et al. 2018, Zarin, Mark et al. 2019, Fushiki et al. 2016",NA,4
larval_drosophila_melanogaster,cns,A27l_a1l,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018, Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A27l_a1r,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018, Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A27l_a2l,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,4
larval_drosophila_melanogaster,cns,A27l_a2r,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,4
larval_drosophila_melanogaster,cns,A27l_a3l,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,4
larval_drosophila_melanogaster,cns,A27l_a3r,unpublished,NA,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",NA,4
larval_drosophila_melanogaster,cns,A31b_a1l ,unpublished,NA,"Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A31b_a1r ,unpublished,NA,"Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A31d_a1l,unpublished,NA,"Zarin, Mark et al. 2019, Fushiki et al. 2016",NA,2
larval_drosophila_melanogaster,cns,A31d_a1r,unpublished,NA,"Zarin, Mark et al. 2019, Fushiki et al. 2016",NA,2
larval_drosophila_melanogaster,cns,A31f_a1l?,unpublished,NA,Fushiki et al. 2016,NA,2
larval_drosophila_melanogaster,cns,A31f_a1r?,unpublished,NA,Fushiki et al. 2016,NA,2
larval_drosophila_melanogaster,cns,A31k_a1l,unpublished,NA,"Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,A31k_a1r,unpublished,NA,"Zarin, Mark et al. 2019",NA,4
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-01,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-02,unpublished,NA,"Miroschnikow et al. 2018, Winding, Pedigo et al. 2023, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-03,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-04,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-05,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-06,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-07,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-08,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-09,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-10,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-11,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-12,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-13,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-14,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-ACa-15,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-16,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-17,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-18,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-19,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-20,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-21,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-22,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-23,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-24,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-25,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-26,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-27,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-28,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-29,unpublished,NA,"Miroschnikow et al. 2018, Winding, Pedigo et al. 2023, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-30,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-31,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-32,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-33,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-34,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-35,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-36,unpublished,NA,"Miroschnikow et al. 2018, Winding, Pedigo et al. 2023, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-37,unpublished,NA,"Miroschnikow et al. 2018, Winding, Pedigo et al. 2023, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-38,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-39,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B1-AVa-40,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-01,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-02,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-03,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-04,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-05,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-06,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-07,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-08,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-09,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-10,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-11,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-12,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-13,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-14,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-15,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-16,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-17,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-18,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-19,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-20,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-21,unpublished,NA,"Miroschnikow et al. 2018, Winding, Pedigo et al. 2023, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-22,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-ACp-23,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-AVa-24 (PPS mechano),unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-AVa-25 (PPS mechano),unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020, Schlegel et al. 2016",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-AVp-01,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-AVp-02,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-AVp-03,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-VM-04,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-VM-05,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-VM-06,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-VM-07,unpublished,NA,"Miroschnikow et al. 2018, Winding, Pedigo et al. 2023, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B2-VM-08,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B3-ACal-01 (temp sensing left neuron alone),unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B3-ACal-02 (temp sensing left neuron together 2),unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B3-ACal-03 (temp sensing left neuron together 1),unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B3-ACal-04 (Non-ORN 2),unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B3-ACal-05 (Non-ORN 1),unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B3-ACal-06 (degraded alone temperature partner neuron),unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B3-ACal-07 (upstream of Multig. Olfactory PN 3) ,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B3-ACp-08,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B3-ACp-09 (gustatory pheromone neuron),unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B3-ACpl-10,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B3-VM-11,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
larval_drosophila_melanogaster,cns,AN-L-Sens-B3-VM-12,unpublished,NA,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Hueckesfeld et al. 2020",NA,2
